applicant_id,age,score,monthly_income,dti,late_payments,risk_grade,recommendation,age_group
A1370,42,750,17116.77,10.09,1,B,APPROVE,41-50
A1371,63,596,4294.74,41.59,0,C,REVIEW,61-70
A1372,57,903,16403.71,24.74,4,A,APPROVE,51-60
A1373,62,693,17534.16,23.14,2,B,APPROVE,61-70
A1374,59,858,4712.37,6.52,2,A,APPROVE,51-60
A1375,55,532,17328.7,34.15,1,C,REVIEW,51-60
A1376,38,326,19846.16,26.12,0,E,DENY,31-40
A1377,58,757,15083.1,13.08,1,B,APPROVE,51-60
A1378,46,756,16125.85,9.4,1,B,APPROVE,41-50
A1379,59,200,19899.47,20.34,4,E,DENY,51-60
A1380,33,367,12898.66,38.49,2,D,DENY,31-40
A1381,44,819,7541.95,39.61,3,A,APPROVE,41-50
A1382,63,218,17075.56,29.11,2,E,DENY,61-70
A1383,43,531,13060.74,34.1,2,C,REVIEW,41-50
A1384,42,783,12461.52,9.61,4,B,APPROVE,41-50
A1385,48,655,6565.44,28.53,3,B,APPROVE,41-50
A1386,52,308,15614.02,31.68,0,E,DENY,51-60
A1387,27,467,3470.01,13.03,3,D,REVIEW,18-30
A1388,48,644,18637.17,40.21,0,C,REVIEW,41-50
A1389,61,439,7864.82,12.8,3,D,REVIEW,61-70
A1390,55,500,4299.94,17.54,1,C,REVIEW,51-60
A1391,33,801,9962.6,29.82,3,A,APPROVE,31-40
A1392,66,302,2764.46,30.53,4,E,DENY,61-70
A1393,28,449,14323.27,32.98,0,D,REVIEW,18-30
A1394,31,652,18248.7,9.48,2,B,APPROVE,31-40
A1395,66,719,17070.73,38.98,4,B,APPROVE,61-70
A1396,38,352,4292.65,26.31,0,D,DENY,31-40
A1397,47,373,4272.88,23.85,0,D,DENY,41-50
A1398,42,542,16641.82,44.24,2,C,REVIEW,41-50
A1399,49,869,18636.58,34.62,1,A,APPROVE,41-50
A1400,67,630,10292.06,9.72,4,C,REVIEW,61-70
A1401,23,926,10981.48,35.26,2,A,APPROVE,18-30
A1402,64,888,7728.72,8.81,2,A,APPROVE,61-70
A1403,22,886,18096.77,6.1,1,A,APPROVE,18-30
A1404,57,857,13608.25,21.15,4,A,APPROVE,51-60
A1405,47,523,7188.53,44.74,2,C,REVIEW,41-50
A1406,50,872,7378.09,12.0,1,A,APPROVE,41-50
A1407,42,838,18041.6,31.91,4,A,APPROVE,41-50
A1408,32,619,2245.41,11.94,3,C,REVIEW,31-40
A1409,61,793,7809.08,33.99,0,B,APPROVE,61-70
A1410,32,684,11978.42,25.21,1,B,APPROVE,31-40
A1411,57,858,4667.91,32.2,0,A,APPROVE,51-60
A1412,60,611,3657.78,13.11,3,C,REVIEW,51-60
A1413,61,283,16674.97,34.83,2,E,DENY,61-70
A1414,56,312,18099.28,44.82,2,E,DENY,51-60
A1415,55,936,16824.92,31.63,4,A,APPROVE,51-60
A1416,68,531,18178.18,24.74,1,C,REVIEW,61-70
A1417,45,577,11956.02,41.93,1,C,REVIEW,41-50
A1418,43,854,16620.65,5.63,4,A,APPROVE,41-50
A1419,26,240,8912.77,34.2,0,E,DENY,18-30
A1420,54,304,13992.82,40.55,2,E,DENY,51-60
A1421,57,401,19799.04,7.47,2,D,REVIEW,51-60
A1422,68,649,6063.1,23.0,1,C,REVIEW,61-70
A1423,41,465,9018.2,13.19,1,D,REVIEW,41-50
A1424,40,409,10640.85,27.66,4,D,REVIEW,31-40
A1425,56,762,4484.28,30.98,3,B,APPROVE,51-60
A1426,64,317,3458.69,17.1,0,E,DENY,61-70
A1427,38,912,16935.01,23.4,3,A,APPROVE,31-40
A1428,66,576,19582.3,16.17,3,C,REVIEW,61-70
A1429,64,750,9285.05,19.78,1,B,APPROVE,61-70
A1430,55,739,3577.7,11.38,1,B,APPROVE,51-60
A1431,30,283,3184.61,40.42,1,E,DENY,18-30
A1432,47,653,18043.73,5.4,3,B,APPROVE,41-50
A1433,23,866,10348.66,40.3,0,A,APPROVE,18-30
A1434,30,828,7760.49,27.87,1,A,APPROVE,18-30
A1435,30,713,10576.3,18.27,2,B,APPROVE,18-30
A1436,61,804,7729.47,33.92,0,A,APPROVE,61-70
A1437,38,877,10802.64,25.31,2,A,APPROVE,31-40
A1438,22,586,17472.02,24.96,0,C,REVIEW,18-30
A1439,46,549,12661.42,9.41,1,C,REVIEW,41-50
A1440,64,495,14503.77,20.58,4,D,REVIEW,61-70
A1441,61,457,8564.07,14.64,1,D,REVIEW,61-70
A1442,63,280,15293.11,5.63,3,E,DENY,61-70
A1443,46,467,13999.11,19.4,3,D,REVIEW,41-50
A1444,60,618,4152.12,8.59,0,C,REVIEW,51-60
A1445,56,434,12307.57,15.27,3,D,REVIEW,51-60
A1446,24,510,6621.38,8.7,1,C,REVIEW,18-30
A1447,58,556,16473.72,9.04,2,C,REVIEW,51-60
A1448,65,412,9666.88,12.96,1,D,REVIEW,61-70
A1449,65,773,19904.31,44.99,0,B,APPROVE,61-70
A1450,51,248,3665.01,5.09,3,E,DENY,51-60
A1451,59,326,16046.26,30.55,2,E,DENY,51-60
A1452,55,422,14126.63,10.65,4,D,REVIEW,51-60
A1453,33,478,15814.98,41.83,2,D,REVIEW,31-40
A1454,40,607,7535.54,8.75,2,C,REVIEW,31-40
A1455,58,704,10856.98,43.2,1,B,APPROVE,51-60
A1456,65,493,16337.15,29.44,4,D,REVIEW,61-70
A1457,38,476,6185.74,5.05,0,D,REVIEW,31-40
A1458,31,637,6068.6,40.76,0,C,REVIEW,31-40
A1459,68,306,11918.92,25.87,2,E,DENY,61-70
A1460,33,857,11424.14,15.51,2,A,APPROVE,31-40
A1461,37,619,7080.72,35.69,3,C,REVIEW,31-40
A1462,45,810,7365.36,42.07,4,A,APPROVE,41-50
A1463,40,628,7001.21,24.35,2,C,REVIEW,31-40
A1464,29,574,15887.22,17.62,3,C,REVIEW,18-30
A1465,52,272,13734.22,36.56,4,E,DENY,51-60
A1466,42,833,16983.51,32.27,0,A,APPROVE,41-50
A1467,38,229,19558.51,40.55,3,E,DENY,31-40
A1468,44,387,10534.96,32.7,4,D,DENY,41-50
A1469,58,563,3200.49,14.74,3,C,REVIEW,51-60
A1470,37,650,2865.66,42.27,2,B,APPROVE,31-40
A1471,27,394,7321.97,9.19,1,D,DENY,18-30
A1472,29,355,18785.8,15.72,0,D,DENY,18-30
A1473,46,371,11417.83,25.81,2,D,DENY,41-50
A1474,39,240,6892.16,27.63,2,E,DENY,31-40
A1475,46,262,9185.0,5.61,4,E,DENY,41-50
A1476,33,222,12774.71,36.22,3,E,DENY,31-40
A1477,36,559,13753.09,19.46,0,C,REVIEW,31-40
A1478,47,274,4770.55,21.26,2,E,DENY,41-50
A1479,62,759,19586.57,37.37,4,B,APPROVE,61-70
A1480,66,871,11805.9,20.17,0,A,APPROVE,61-70
A1481,47,317,4442.39,6.89,3,E,DENY,41-50
A1482,68,811,18085.43,12.06,2,A,APPROVE,61-70
A1483,53,579,3343.49,43.24,2,C,REVIEW,51-60
A1484,31,878,18339.24,7.82,2,A,APPROVE,31-40
A1485,37,489,19938.18,19.2,0,D,REVIEW,31-40
A1486,28,639,14607.77,25.13,0,C,REVIEW,18-30
A1487,38,867,15868.05,24.73,0,A,APPROVE,31-40
A1488,44,206,8071.45,5.16,0,E,DENY,41-50
A1489,47,395,18948.38,25.05,4,D,DENY,41-50
A1490,42,620,11534.85,20.35,1,C,REVIEW,41-50
A1491,43,767,15182.99,43.88,4,B,APPROVE,41-50
A1492,28,392,18633.94,11.37,2,D,DENY,18-30
A1493,35,758,19553.24,19.17,4,B,APPROVE,31-40
A1494,36,347,16997.68,21.78,3,E,DENY,31-40
A1495,28,868,7454.32,20.63,0,A,APPROVE,18-30
A1496,30,401,19397.86,31.63,3,D,REVIEW,18-30
A1497,69,643,13306.15,13.62,3,C,REVIEW,61-70
A1498,29,618,18751.56,13.84,2,C,REVIEW,18-30
A1499,44,626,14169.89,34.17,0,C,REVIEW,41-50
A1500,50,678,7530.3,25.01,3,B,APPROVE,41-50
A1501,39,674,8660.44,21.61,2,B,APPROVE,31-40
A1502,52,325,11908.49,11.77,0,E,DENY,51-60
A1503,51,594,16220.27,12.5,1,C,REVIEW,51-60
A1504,60,775,7723.69,5.42,2,B,APPROVE,51-60
A1505,56,524,12435.16,8.66,4,C,REVIEW,51-60
A1506,39,591,8221.25,27.27,0,C,REVIEW,31-40
A1507,63,887,16683.85,40.67,3,A,APPROVE,61-70
A1508,60,827,10401.11,16.49,3,A,APPROVE,51-60
A1509,38,639,3381.01,18.11,4,C,REVIEW,31-40
A1510,35,403,4988.95,9.62,4,D,REVIEW,31-40
A1511,52,685,3099.88,20.55,3,B,APPROVE,51-60
A1512,45,230,10987.45,6.49,0,E,DENY,41-50
A1513,56,587,3914.07,41.7,2,C,REVIEW,51-60
A1514,65,824,4054.52,31.92,4,A,APPROVE,61-70
A1515,66,633,18938.87,44.63,4,C,REVIEW,61-70
A1516,55,575,17707.79,40.31,4,C,REVIEW,51-60
A1517,24,543,10137.56,23.92,1,C,REVIEW,18-30
A1518,58,642,19744.5,25.79,0,C,REVIEW,51-60
A1519,64,778,2003.36,12.62,0,B,APPROVE,61-70
A1520,61,274,13051.63,23.48,0,E,DENY,61-70
A1521,47,756,13095.71,41.12,0,B,APPROVE,41-50
A1522,44,865,10233.98,7.03,0,A,APPROVE,41-50
A1523,65,354,9145.06,39.54,3,D,DENY,61-70
A1524,60,629,10196.9,18.64,4,C,REVIEW,51-60
A1525,36,562,9469.29,40.98,3,C,REVIEW,31-40
A1526,25,647,15148.86,42.64,1,C,REVIEW,18-30
A1527,50,433,4436.4,31.83,2,D,REVIEW,41-50
A1528,43,762,5557.51,31.58,4,B,APPROVE,41-50
A1529,46,461,5249.33,23.11,1,D,REVIEW,41-50
A1530,34,324,6724.47,38.42,3,E,DENY,31-40
A1531,39,444,11454.65,43.46,2,D,REVIEW,31-40
A1532,54,741,4001.76,36.0,1,B,APPROVE,51-60
A1533,37,684,17627.05,29.88,2,B,APPROVE,31-40
A1534,66,321,7352.51,29.27,1,E,DENY,61-70
A1535,63,324,4925.68,38.98,3,E,DENY,61-70
A1536,65,748,14161.18,26.65,2,B,APPROVE,61-70
A1537,23,369,2685.55,37.15,1,D,DENY,18-30
A1538,56,323,13159.43,25.36,3,E,DENY,51-60
A1539,63,234,14567.57,7.5,4,E,DENY,61-70
A1540,55,286,5868.5,20.36,3,E,DENY,51-60
A1541,51,845,2755.35,22.78,3,A,APPROVE,51-60
A1542,34,907,8545.62,10.66,4,A,APPROVE,31-40
A1543,34,400,3774.7,9.1,3,D,REVIEW,31-40
A1544,39,568,4096.6,26.42,4,C,REVIEW,31-40
A1545,53,276,6576.7,8.41,4,E,DENY,51-60
A1546,53,258,7318.42,17.12,4,E,DENY,51-60
A1547,56,630,11539.47,34.78,1,C,REVIEW,51-60
A1548,60,837,14211.05,43.58,2,A,APPROVE,51-60
A1549,67,699,12669.88,33.71,1,B,APPROVE,61-70
A1550,50,308,4670.49,44.71,4,E,DENY,41-50
A1551,50,935,5097.55,32.93,2,A,APPROVE,41-50
A1552,65,477,17817.85,16.75,2,D,REVIEW,61-70
A1553,37,267,12050.34,31.88,4,E,DENY,31-40
A1554,65,268,17658.88,33.09,2,E,DENY,61-70
A1555,68,364,8687.84,19.87,2,D,DENY,61-70
A1556,31,688,13059.2,5.71,1,B,APPROVE,31-40
A1557,51,504,11425.94,33.13,2,C,REVIEW,51-60
A1558,46,873,7744.22,5.87,4,A,APPROVE,41-50
A1559,60,564,10458.48,30.25,0,C,REVIEW,51-60
A1560,41,578,11044.84,11.54,0,C,REVIEW,41-50
A1561,26,542,5613.88,27.62,0,C,REVIEW,18-30
A1562,22,753,7670.19,25.16,4,B,APPROVE,18-30
A1563,51,553,16245.38,5.54,0,C,REVIEW,51-60
A1564,24,615,18484.19,19.51,1,C,REVIEW,18-30
A1565,66,308,8476.29,29.04,4,E,DENY,61-70
A1566,35,762,7525.5,38.94,4,B,APPROVE,31-40
A1567,51,696,5513.55,40.55,4,B,APPROVE,51-60
A1568,25,540,14212.84,24.35,2,C,REVIEW,18-30
A1569,39,582,7815.79,34.14,2,C,REVIEW,31-40
A1570,58,732,19779.49,17.66,2,B,APPROVE,51-60
A1571,46,499,7862.33,18.69,3,D,REVIEW,41-50
A1572,69,338,9094.45,12.78,1,E,DENY,61-70
A1573,22,558,12860.02,27.48,4,C,REVIEW,18-30
A1574,67,698,16430.32,17.58,4,B,APPROVE,61-70
A1575,36,584,10451.34,8.37,2,C,REVIEW,31-40
A1576,30,803,9607.81,32.4,4,A,APPROVE,18-30
A1577,36,479,19921.48,33.31,4,D,REVIEW,31-40
A1578,45,836,2188.89,19.4,0,A,APPROVE,41-50
A1579,25,682,18111.18,8.07,4,B,APPROVE,18-30
A1580,33,310,4684.53,22.05,3,E,DENY,31-40
A1581,58,338,16146.65,22.69,2,E,DENY,51-60
A1582,58,634,13122.77,31.75,1,C,REVIEW,51-60
A1583,64,708,8153.25,17.62,1,B,APPROVE,61-70
A1584,27,472,17729.75,32.3,0,D,REVIEW,18-30
A1585,60,298,2232.33,39.86,1,E,DENY,51-60
A1586,67,303,6080.43,14.5,1,E,DENY,61-70
A1587,45,413,12204.07,44.16,2,D,REVIEW,41-50
A1588,32,863,8327.76,20.45,2,A,APPROVE,31-40
A1589,34,364,12986.79,15.69,3,D,DENY,31-40
A1590,55,719,2433.98,21.86,0,B,APPROVE,51-60
A1591,46,483,4096.26,8.78,1,D,REVIEW,41-50
A1592,28,716,4287.73,10.03,3,B,APPROVE,18-30
A1593,25,856,5407.11,21.58,0,A,APPROVE,18-30
A1594,29,812,10267.97,35.5,1,A,APPROVE,18-30
A1595,41,363,15538.32,41.01,1,D,DENY,41-50
A1596,50,858,18299.7,31.59,2,A,APPROVE,41-50
A1597,66,263,17036.71,9.21,4,E,DENY,61-70
A1598,67,290,5543.98,31.88,0,E,DENY,61-70
A1599,31,316,9940.71,30.42,1,E,DENY,31-40
A1600,64,466,5589.41,37.23,0,D,REVIEW,61-70
A1601,55,884,6760.49,38.01,3,A,APPROVE,51-60
A1602,47,758,11063.85,39.73,3,B,APPROVE,41-50
A1603,62,339,3225.96,21.57,4,E,DENY,61-70
A1604,24,445,5927.14,32.91,1,D,REVIEW,18-30
A1605,27,860,18836.81,15.73,2,A,APPROVE,18-30
A1606,26,594,10390.09,44.97,1,C,REVIEW,18-30
A1607,26,686,10016.96,12.01,0,B,APPROVE,18-30
A1608,68,675,2262.21,5.4,3,B,APPROVE,61-70
A1609,44,716,6453.2,10.95,0,B,APPROVE,41-50
A1610,30,383,17593.26,36.03,4,D,DENY,18-30
A1611,56,219,4963.31,22.87,3,E,DENY,51-60
A1612,41,757,9472.25,22.9,2,B,APPROVE,41-50
A1613,63,723,2257.96,43.2,3,B,APPROVE,61-70
A1614,56,781,10610.04,41.79,1,B,APPROVE,51-60
A1615,39,728,2378.38,17.45,1,B,APPROVE,31-40
A1616,38,346,16752.97,13.36,3,E,DENY,31-40
A1617,45,865,16847.37,38.94,4,A,APPROVE,41-50
A1618,24,503,16179.36,41.24,1,C,REVIEW,18-30
A1619,53,819,7100.55,26.66,1,A,APPROVE,51-60
A1620,56,947,17070.27,30.18,2,A,APPROVE,51-60
A1621,59,781,11773.97,15.28,3,B,APPROVE,51-60
A1622,34,894,8728.55,37.03,1,A,APPROVE,31-40
A1623,68,427,13255.94,30.28,4,D,REVIEW,61-70
A1624,46,301,2222.14,25.14,0,E,DENY,41-50
A1625,30,786,4573.3,7.4,3,B,APPROVE,18-30
A1626,25,616,15361.28,41.64,2,C,REVIEW,18-30
A1627,35,415,6394.91,29.62,1,D,REVIEW,31-40
A1628,58,606,12764.16,12.71,4,C,REVIEW,51-60
A1629,55,598,8931.85,29.26,3,C,REVIEW,51-60
A1630,32,914,17386.5,32.1,4,A,APPROVE,31-40
A1631,62,903,19143.48,26.03,4,A,APPROVE,61-70
A1632,24,698,17904.17,33.72,2,B,APPROVE,18-30
A1633,49,664,6871.16,28.26,3,B,APPROVE,41-50
A1634,50,890,5494.93,42.91,1,A,APPROVE,41-50
A1635,30,930,10539.83,7.15,2,A,APPROVE,18-30
A1636,24,281,2132.01,9.25,1,E,DENY,18-30
A1637,46,803,2464.57,11.95,0,A,APPROVE,41-50
A1638,55,886,11959.23,32.61,4,A,APPROVE,51-60
A1639,33,564,11368.09,30.82,0,C,REVIEW,31-40
A1640,63,362,19902.48,40.68,4,D,DENY,61-70
A1641,30,247,5633.15,34.32,2,E,DENY,18-30
A1642,36,710,6645.87,25.33,1,B,APPROVE,31-40
A1643,61,528,4043.73,44.67,1,C,REVIEW,61-70
A1644,46,315,18515.77,15.64,2,E,DENY,41-50
A1645,26,536,16000.6,38.33,3,C,REVIEW,18-30
A1646,32,936,16802.1,22.07,0,A,APPROVE,31-40
A1647,55,346,18249.75,30.95,0,E,DENY,51-60
A1648,45,774,11448.2,34.09,1,B,APPROVE,41-50
A1649,36,522,10121.48,30.35,1,C,REVIEW,31-40
A1650,59,642,7947.05,10.62,1,C,REVIEW,51-60
A1651,29,212,12605.86,22.72,2,E,DENY,18-30
A1652,26,693,10177.01,27.46,3,B,APPROVE,18-30
A1653,69,900,10128.18,38.96,0,A,APPROVE,61-70
A1654,47,486,18864.7,22.75,4,D,REVIEW,41-50
A1655,39,919,19712.57,41.75,2,A,APPROVE,31-40
A1656,27,313,16336.72,22.61,0,E,DENY,18-30
A1657,58,679,15621.65,26.95,3,B,APPROVE,51-60
A1658,69,221,14250.05,36.85,2,E,DENY,61-70
A1659,34,548,4989.35,28.32,0,C,REVIEW,31-40
A1660,49,925,3063.9,43.41,2,A,APPROVE,41-50
A1661,26,882,14433.07,31.41,0,A,APPROVE,18-30
A1662,34,765,15118.15,25.91,0,B,APPROVE,31-40
A1663,38,519,2845.51,5.94,3,C,REVIEW,31-40
A1664,61,325,18704.93,21.55,4,E,DENY,61-70
A1665,66,476,3640.53,16.97,3,D,REVIEW,61-70
A1666,53,403,7146.21,34.92,0,D,REVIEW,51-60
A1667,50,393,14103.02,13.33,2,D,DENY,41-50
A1668,24,880,5057.71,13.21,3,A,APPROVE,18-30
A1669,61,863,2997.49,12.58,4,A,APPROVE,61-70
A1670,55,746,7960.64,10.02,0,B,APPROVE,51-60
A1671,61,895,15787.49,17.44,3,A,APPROVE,61-70
A1672,48,485,9446.22,40.44,3,D,REVIEW,41-50
A1673,34,256,13753.51,36.0,3,E,DENY,31-40
A1674,66,933,12433.14,34.41,3,A,APPROVE,61-70
A1675,54,502,2399.93,36.89,2,C,REVIEW,51-60
A1676,27,362,19793.72,15.78,4,D,DENY,18-30
A1677,45,218,2745.71,40.5,4,E,DENY,41-50
A1678,40,569,19420.45,10.49,0,C,REVIEW,31-40
A1679,37,463,11897.56,18.45,1,D,REVIEW,31-40
A1680,61,312,19336.86,28.47,2,E,DENY,61-70
A1681,49,687,4065.56,9.12,0,B,APPROVE,41-50
A1682,54,526,10827.35,34.21,0,C,REVIEW,51-60
A1683,69,741,5051.07,20.49,3,B,APPROVE,61-70
A1684,62,846,2917.55,36.38,1,A,APPROVE,61-70
A1685,34,778,13115.52,24.72,1,B,APPROVE,31-40
A1686,64,264,5740.1,12.23,2,E,DENY,61-70
A1687,66,491,12578.55,34.39,1,D,REVIEW,61-70
A1688,46,224,4022.56,15.09,0,E,DENY,41-50
A1689,63,748,7975.76,24.63,1,B,APPROVE,61-70
A1690,57,200,16069.39,8.02,1,E,DENY,51-60
A1691,48,748,9866.93,29.71,4,B,APPROVE,41-50
A1692,59,340,13299.42,31.63,0,E,DENY,51-60
A1693,28,943,13654.24,20.15,1,A,APPROVE,18-30
A1694,26,847,17187.59,43.18,1,A,APPROVE,18-30
A1695,64,387,7848.61,39.97,3,D,DENY,61-70
A1696,66,327,14371.32,33.32,1,E,DENY,61-70
A1697,52,400,19309.08,33.55,1,D,REVIEW,51-60
A1698,44,326,15144.38,15.1,4,E,DENY,41-50
A1699,63,456,10817.67,31.27,0,D,REVIEW,61-70
A1700,31,875,13352.91,12.93,2,A,APPROVE,31-40
A1701,53,746,15314.29,10.76,0,B,APPROVE,51-60
A1702,64,393,13020.96,44.98,3,D,DENY,61-70
A1703,51,902,2300.16,29.9,0,A,APPROVE,51-60
A1704,60,303,5505.92,22.24,1,E,DENY,51-60
A1705,52,734,16588.43,16.53,3,B,APPROVE,51-60
A1706,39,464,6907.71,29.16,0,D,REVIEW,31-40
A1707,57,583,15168.12,6.98,3,C,REVIEW,51-60
A1708,23,459,8698.16,8.79,2,D,REVIEW,18-30
A1709,35,613,11393.92,6.31,0,C,REVIEW,31-40
A1710,34,557,3223.52,24.97,1,C,REVIEW,31-40
A1711,50,274,5262.06,29.02,3,E,DENY,41-50
A1712,33,554,19229.55,7.5,4,C,REVIEW,31-40
A1713,60,783,18022.48,33.85,3,B,APPROVE,51-60
A1714,23,387,13740.95,14.22,4,D,DENY,18-30
A1715,53,884,10273.6,32.41,1,A,APPROVE,51-60
A1716,34,489,14163.7,44.28,2,D,REVIEW,31-40
A1717,67,244,13134.99,32.64,4,E,DENY,61-70
A1718,48,772,12233.94,40.33,2,B,APPROVE,41-50
A1719,62,282,3065.19,42.93,3,E,DENY,61-70
A1720,38,322,13390.45,24.47,1,E,DENY,31-40
A1721,61,557,15840.56,33.09,4,C,REVIEW,61-70
A1722,52,727,19893.47,39.08,3,B,APPROVE,51-60
A1723,55,265,2199.41,19.26,0,E,DENY,51-60
A1724,45,856,15143.12,15.46,3,A,APPROVE,41-50
A1725,66,574,12292.21,42.86,2,C,REVIEW,61-70
A1726,56,361,9812.94,34.05,1,D,DENY,51-60
A1727,69,945,4296.26,13.79,1,A,APPROVE,61-70
A1728,27,579,9363.53,22.96,3,C,REVIEW,18-30
A1729,40,855,8378.79,36.86,0,A,APPROVE,31-40
A1730,51,557,7450.94,26.88,2,C,REVIEW,51-60
A1731,28,387,15155.83,31.0,3,D,DENY,18-30
A1732,31,521,14613.06,35.15,3,C,REVIEW,31-40
A1733,62,649,12602.36,29.88,1,C,REVIEW,61-70
A1734,53,673,18895.97,26.6,2,B,APPROVE,51-60
A1735,55,212,8297.38,34.98,0,E,DENY,51-60
A1736,49,383,6388.43,34.1,1,D,DENY,41-50
A1737,36,310,13806.26,30.19,3,E,DENY,31-40
A1738,51,707,5578.65,19.39,1,B,APPROVE,51-60
A1739,58,489,7670.19,21.23,1,D,REVIEW,51-60
A1740,50,494,6042.84,43.82,4,D,REVIEW,41-50
A1741,43,650,3244.76,9.5,1,B,APPROVE,41-50
A1742,25,414,16894.98,15.74,1,D,REVIEW,18-30
A1743,41,831,6581.73,24.7,2,A,APPROVE,41-50
A1744,53,766,10514.5,38.47,1,B,APPROVE,51-60
A1745,57,226,2779.67,11.55,0,E,DENY,51-60
A1746,25,829,14588.11,16.08,3,A,APPROVE,18-30
A1747,48,932,7950.1,7.63,2,A,APPROVE,41-50
A1748,38,430,15405.26,33.24,1,D,REVIEW,31-40
A1749,33,764,9423.26,14.53,0,B,APPROVE,31-40
A1750,43,520,5523.6,20.55,3,C,REVIEW,41-50
A1751,38,432,11237.15,22.75,2,D,REVIEW,31-40
A1752,31,869,4349.08,40.65,0,A,APPROVE,31-40
A1753,22,636,9929.7,21.45,1,C,REVIEW,18-30
A1754,43,732,7711.5,10.81,4,B,APPROVE,41-50
A1755,47,602,18415.27,25.97,4,C,REVIEW,41-50
A1756,39,252,3096.72,43.52,2,E,DENY,31-40
A1757,35,512,14492.31,29.31,0,C,REVIEW,31-40
A1758,68,480,5289.52,44.34,3,D,REVIEW,61-70
A1759,50,925,7742.81,38.64,0,A,APPROVE,41-50
A1760,33,230,9479.25,6.44,4,E,DENY,31-40
A1761,57,536,18344.27,31.34,2,C,REVIEW,51-60
A1762,56,382,6366.41,16.47,1,D,DENY,51-60
A1763,33,222,3643.56,27.38,0,E,DENY,31-40
A1764,28,743,7736.41,16.17,4,B,APPROVE,18-30
A1765,50,645,3884.17,18.95,3,C,REVIEW,41-50
A1766,32,273,4314.74,41.93,2,E,DENY,31-40
A1767,54,209,12329.31,13.27,1,E,DENY,51-60
A1768,27,683,3096.23,39.96,0,B,APPROVE,18-30
A1769,68,655,2556.76,6.22,3,B,APPROVE,61-70
A1770,36,765,14859.45,8.64,1,B,APPROVE,31-40
A1771,53,763,8509.65,39.19,4,B,APPROVE,51-60
A1772,32,859,4256.76,30.22,4,A,APPROVE,31-40
A1773,44,359,6565.03,34.89,3,D,DENY,41-50
A1774,47,213,13557.56,13.38,4,E,DENY,41-50
A1775,55,377,6959.66,26.48,2,D,DENY,51-60
A1776,67,611,10901.38,34.49,3,C,REVIEW,61-70
A1777,55,252,4190.52,30.09,4,E,DENY,51-60
A1778,50,607,12585.69,23.87,0,C,REVIEW,41-50
A1779,25,221,7689.4,43.39,4,E,DENY,18-30
A1780,38,229,13285.43,32.05,2,E,DENY,31-40
A1781,56,902,16551.11,41.31,1,A,APPROVE,51-60
A1782,34,459,13009.64,34.19,1,D,REVIEW,31-40
A1783,62,404,7323.46,34.42,4,D,REVIEW,61-70
A1784,60,258,6603.39,8.2,1,E,DENY,51-60
A1785,36,670,7893.58,19.38,4,B,APPROVE,31-40
A1786,50,665,4963.17,39.33,2,B,APPROVE,41-50
A1787,50,211,5261.09,14.3,1,E,DENY,41-50
A1788,32,830,16232.44,9.62,0,A,APPROVE,31-40
A1789,53,489,8925.19,18.04,4,D,REVIEW,51-60
A1790,23,553,9847.91,13.82,1,C,REVIEW,18-30
A1791,68,838,12692.89,42.01,2,A,APPROVE,61-70
A1792,35,274,12613.76,39.72,2,E,DENY,31-40
A1793,41,915,3212.78,24.99,0,A,APPROVE,41-50
A1794,43,760,16967.73,7.45,2,B,APPROVE,41-50
A1795,32,790,5191.88,33.58,2,B,APPROVE,31-40
A1796,48,640,15015.29,29.94,1,C,REVIEW,41-50
A1797,24,440,15908.08,43.82,4,D,REVIEW,18-30
A1798,38,353,14868.19,27.36,3,D,DENY,31-40
A1799,65,295,12421.6,18.46,2,E,DENY,61-70
A1800,49,925,2262.96,25.76,2,A,APPROVE,41-50
A1801,50,493,8486.76,44.17,3,D,REVIEW,41-50
A1802,42,408,12887.11,32.85,2,D,REVIEW,41-50
A1803,68,542,8974.12,31.88,1,C,REVIEW,61-70
A1804,37,287,17542.64,14.63,1,E,DENY,31-40
A1805,58,589,7558.44,34.74,3,C,REVIEW,51-60
A1806,41,524,7283.63,35.01,2,C,REVIEW,41-50
A1807,27,356,6787.96,17.69,2,D,DENY,18-30
A1808,40,867,7990.06,24.35,4,A,APPROVE,31-40
A1809,26,850,12033.29,16.78,2,A,APPROVE,18-30
A1810,24,832,14726.28,15.35,1,A,APPROVE,18-30
A1811,22,776,13926.22,6.04,0,B,APPROVE,18-30
A1812,59,818,16538.92,16.41,0,A,APPROVE,51-60
A1813,36,858,17946.45,27.16,0,A,APPROVE,31-40
A1814,55,336,16689.42,5.06,0,E,DENY,51-60
A1815,56,873,2341.02,16.33,2,A,APPROVE,51-60
A1816,46,627,15246.52,40.26,2,C,REVIEW,41-50
A1817,45,651,5751.19,28.75,4,B,APPROVE,41-50
A1818,33,811,4392.7,29.31,2,A,APPROVE,31-40
A1819,39,340,13492.8,21.13,0,E,DENY,31-40
A1820,36,282,7755.38,32.06,3,E,DENY,31-40
A1821,65,376,3028.11,12.6,3,D,DENY,61-70
A1822,37,397,4477.34,37.75,1,D,DENY,31-40
A1823,48,823,2016.73,9.67,1,A,APPROVE,41-50
A1824,29,767,18258.03,31.24,2,B,APPROVE,18-30
A1825,67,890,2443.12,18.65,3,A,APPROVE,61-70
A1826,46,620,5770.2,34.9,0,C,REVIEW,41-50
A1827,38,600,9492.73,26.99,0,C,REVIEW,31-40
